ID,Gender,NegGosF1R,NegGosF2R,NegGosF3R,NegGosF4R,NegGosF5R,NegGosF6R,NegGosF7R,NegGosF8R,NegGosF9R,NegGosF10R,NegGosF11R,NegGosF12R,NegGosF13R,NegGosF14R,NegGosF15R,NegGosF16R,NegGosF17R,NegGosF18R,NegGosF19R,NegGosF20R,NegGosF21R,NegGosF22R,NegGosF23R,NegGosF24R,NegGosM1R,NegGosM2R,NegGosM3R,NegGosM4R,NegGosM5R,NegGosM6R,NegGosM7R,NegGosM8R,NegGosM9R,NegGosM10R,NegGosM11R,NegGosM12R,NegGosM14R,NegGosM15R,NegGosM16R,NegGosM17R,NegGosM18R,NegGosM19R,NegGosM20R,NegGosM21R,PosGosF1R,PosGosF2R,PosGosF3R,PosGosF4R,PosGosF5R,PosGosF6R,PosGosF7R,PosGosF8R,PosGosF9R,PosGosF10R,PosGosF11R,PosGosF12R,PosGosF13R,PosGosF14R,PosGosF15R,PosGosF16R,PosGosF17R,PosGosF18R,PosGosF19R,PosGosF20R,PosGosF21R,PosGosF22R,PosGosF23R,PosGosF24R,PosGosM1R,PosGosM2R,PosGosM3R,PosGosM4R,PosGosM5R,PosGosM6R,PosGosM7R,PosGosM8R,PosGosM9R,PosGosM10R,PosGosM11R,PosGosM12R,PosGosM13R,PosGosM14R,PosGosM15R,PosGosM16R,PosGosM17R,PosGosM18R,PosGosM19R,PosGosM20R,PosGosM21R,HUGosF1R,HUGosF2R,HUGosF3R,HUGosF4R,HUGosF5R,HUGosF6R,HUGosF7R,HUGosF8R,HUGosF9R,HUGosF10R,HUGosF11R,HUGosF12R,HUGosF13R,HUGosF14R,HUGosF15R,HUGosF16R,HUGosF17R,HUGosF18R,HUGosF19R,HUGosF20R,HUGosF21R,HUGosF22R,HUGosF23R,HUGosF24R,HUGosM1R,HUGosM2R,HUGosM3R,HUGosM4R,HUGosM5R,HUGosM6R,HUGosM7R,HUGosM8R,HUGosM9R,HUGosM10R,HUGosM11R,HUGosM12R,HUGosM13R,HUGosM14R,HUGosM15R,HUGosM16R,HUGosM17R,HUGosM18R,HUGosM19R,HUGosM20R,HUGosM21R,FriendsF1R,FriendsF2R,FriendsF3R,FriendsF4R,FriendsF5R,FriendsF6R,FriendsF7R,FriendsF8R,FriendsF9R,FriendsF10R,FriendsF11R,FriendsF12R,FriendsF13R,FriendsF14R,FriendsF15R,FriendsF16R,FriendsF17R,FriendsF18R,FriendsF19R,FriendsF20R,FriendsF21R,FriendsF22R,FriendsF23R,FriendsF24R,FriendsM1R,FriendsM2R,FriendsM3R,FriendsM4R,FriendsM5R,FriendsM6R,FriendsM7R,FriendsM8R,FriendsM9R,FriendsM10R,FriendsM11R,FriendsM12R,FriendsM13R,FriendsM14R,FriendsM15R,FriendsM16R,FriendsM17R,FriendsM18R,FriendsM19R,FriendsM20R,FriendsM21R,NegGos,PosGos,HUGos,Friends,RUCLA,GWBS,Num_Part,PosGosIN,PosGosOUT,NegGosIN,NegGosOUT,HUGosIN,HUGosOUT,FriendsIN,FriendsOUT,PosGosDIFF,NegGosDIFF,HUGosDIFF,FriendsDIFF
10013,2,0,0,0,0,0,0,1,0,0,0,1,1, ,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0, ,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0, ,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0.255813953,0.395348837,0.069767442,0.558139535,33,97,20,17,14,11,5,3,7,24,25,-3,-6,4,1
10014,2,0,0,0,0,0,0,1,0,1,0,0,0,1, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0, ,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0, ,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.186046512,0.186046512,0.11627907,0.279069767,36,100,0,8,11,8,8,5,1,12,17,3,0,-4,5
10015,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1, ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1, ,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162790698,0.209302326,0.069767442,0.255813953,35,78,0,9,8,7,3,3,1,11,15,-1,-4,-2,4
10016,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0, ,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1, ,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0, ,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.23255814,0.302325581,0.023255814,0.395348837,44,63,2,13,19,10,4,1,2,17,26,6,-6,1,9
10017,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0, ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0, ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.093023256,0.302325581,0.069767442,0.23255814,39,84,4,13,10,4,7,3,6,10,17,-3,3,3,7
10018,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0, ,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0, ,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0.209302326,0.348837209,0,0.558139535,47,77,0,15,21,9,1,0,1,24,30,6,-8,1,6
10019,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0, ,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1, ,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.093023256,0.302325581,0.023255814,0.372093023,36,117,0,13,11,4,4,1,0,16,24,-2,0,-1,8
10020,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0, ,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0.093023256,0.186046512,0.090909091,0.76744186,48,74,2,8,19,4,2,4,0,33,21,11,-2,-4,-12
10021,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1, ,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0, ,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0, ,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1, ,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.279069767,0.325581395,0.279069767,0.465116279,35,82,8,14,14,12,12,12,18,20,19,0,0,6,-1
10022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0, ,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.046511628,0.186046512,0,0.674418605,41,118,4,8,15,2,1,0,1,29,19,7,-1,1,-10
10023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1, ,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0.069767442,0.069767442,0.744186047,47,82,0,3,3,0,16,3,4,32,7,0,16,1,-25
10024,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11627907,0.302325581,0.046511628,0.209302326,40,80,7,13,6,5,8,2,2,9,14,-7,3,0,5
20001,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0, ,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325581395,0.302325581,0.209302326,0.651162791,41,85,3,13,21,13,4,9,7,28,27,8,-9,-2,-1
20002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1, ,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.186046512,0.325581395,0.046511628,0.744186047,42,119,0,14,21,8,2,2,2,32,30,7,-6,0,-2
20003,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1, ,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1, ,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.186046512,0.441860465,0.093023256,0.604651163,43,112,4,19,19,9,12,4,18,26,24,0,3,14,-2
20004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0, ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1, ,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.139534884,0,0.302325581,46,87,2,6,16,0,3,0,1,13,26,10,3,1,13
20005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1, ,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1, ,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0.255813953,0.441860465,0.11627907,0.511627907,37,72,25,19,19,11,15,5,15,22,26,0,4,10,4
20006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1, ,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1, ,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0.181818182,0.488372093,0.227272727,0.674418605,33,105,7,21,18,8,5,10,5,29,28,-3,-3,-5,-1
